,Unnamed: 0,index,choice1,choice2,Full_sentence,right_answer
961,961,961,Kim hated the dress.,Everyone stared at nice dress.,Kim went through her closet and pulled out all her old clothes.She took scissors and cut up all the clothes into strips.She took them and began to sew them to make a dress.Kim put on her new dress and wore it around town.,2
962,962,962,The new student had glasses.,They were jealous of the new boy!,Gina and her friends were all talking about the new boy.He had arrived at the school today and received a new desk.Now all the students in the class wanted new desks.But there weren't enough.,2
963,963,963,I decided to water ski home.,I would have preferred solitude.,"I decided I wanted to go to the park the other day.After thinking, I decided on which park in town to go to.After arriving, I set about walking the trails and relaxing.There were a lot of people out that day!",2
964,964,964,Amy began to sweat.,Amy began shivering.,Amy was visiting her best friend in Phoenix.It was her first time in Arizona.She was excited to see the town.She exited the airport and was struck by the heat.,1
965,965,965,Everyone bought the album because it was so good.,Then Tyler decided he would never play the guitar again.,Tyler loved to sing and play the guitar.He played and sing in church.Everyone loved it when he sang.One day Tyler made an album.,1
966,966,966,"When she came home, I warmed up the chicken.",I kept the sandwiches in the refrigerator until she arrived.,My wife was coming home early from work last night.I decided to make sandwiches.She usually enjoys them quite a bit.She didn't come home when she said she would.,2
967,967,967,"At that point, James was able to join band class.",James attempted to join the swim team.,"James was sad because all his friends joined band class without him.He begged his mother for permission and money to join but she said no.James got a job with the paper route and saved his money for weeks.Finally, by week 5 of his route he had enough to rent a clarinet.",1
968,968,968,Joy lay on the beach for most of the day.,Joy enjoyed sledding for whole morning.,Joy went to bed hoping for snow.She had a new sled she really wanted to try!She was overjoyed when she woke up to six inches of snow.She got dressed as quickly as she could.,2
969,969,969,He declined the offer and just stayed at home.,He went to TCU and graduated.,"James wasn't into soccer, but he played it anyways.He was actually a great player.Eventually he was offered a scholarship to play for TCU.He wanted to go to college so he kept playing.",2
970,970,970,They had a fantastic time.,The hated the beach.,It was a bright sunny day and the Smiths wanted a break.They decided to take a small trip to the beach.Just as they arrived clouds came out and it started raining.They decided to stay and play anyway.,1
971,971,971,They father and son then walked home.,The toddler was very happy about the treats.,"On the fourth of July, the bank held an ice cream party.A mom took her toddler to it.They stood in line.When it was their turn, they got a balloon and some ice cream.",2
972,972,972,The teacher caught and suspended me.,I was very proud of myself.,"I was ill-prepared for my final exam coming up.I decided to make a cheat sheet to use in class.I was nervous, but needed an A.I put my cheat sheet in my palm and used it.",1
973,973,973,Oscar wrestled his doctor to the floor.,"He had to take his medicine as prescribed, or it wouldn't work.",Oscar was a wrestler in high school and practiced every day.During practice he got sweat from other people on him.He ended up coming down with ringworm on his left hand.He went to the doctor to get medicine.,2
974,974,974,I used the shovel to get rid of the rest of my chickens.,The hawk flew away before I knew what to do with the shovel.,I own five chickens that I keep in a pen to keep them safe.One sunny day I decided to let them wander around on my lawn.They were enjoying themselves when a large hawk swooped down.I saw the hawk grab my favorite hen and I ran after it with a shovel.,2
975,975,975,Bob thinks all of his friends should come to yoga with him.,Bob thinks he should stop trying to do yoga.,"Bob has heard that yoga will help him reduce his stress.He decides to attend a beginners yoga class.However, he finds that the poses are difficult and uncomfortable.One pose even makes his back ache.",2
976,976,976,Harry told Barry he was going camping.,Harry and Ben loved Barry's choice.,"Harry needed to find a hotel room for a week.Barry decided to research on the internet for hotel options.After selecting two hotel companies, Harry had to make a decision.After comparing, Barry decided on a hotel.",2
977,977,977,Cay was very stressed afterwards.,This always made her calm and relaxed.,Cay decided she was too stressed out.She decided she would try to meditate to calm her stress.Each morning she sat cross-legged and closed her eyes.Then she thought calming thoughts for several minutes.,2
978,978,978,The finally had found peace with each other.,The fight behind them grew larger before the police arrived.,Johnny and his mother have been fighting for Years.The fight has gone on so long neither one remembers why it started.One day Johnny decides to call his mother to tell her he loves her.The decide to put the fight behind them.,1
979,979,979,Lina was so heart broken.,Lina was so relieved!,"Lina's dentist told her she needed braces.She didn't want them.She was scared everyone would make fun of her.Luckily, after she got them, everyone complimented her on them.",2
980,980,980,Tom was enraged.,Tom was elated for his girlfriend.,Tom decided to ditch hanging out with our family.He wanted to go on a date with his girlfriend.They went to a restaurant.He found out that she was waiting for another man over there.,1
981,981,981,The cake turned out perfectly.,"Bob threw the cake away, and went for a walk.","Bob wanted to bake a birthday cake for his wife.He mixed all of the ingredients together in a bowl.Then, Bob poured the batter into a pan.He baked the cake for 30 minutes.",1
982,982,982,She let them keep the computer.,The shop fixed her computer.,Sarah was typing out an essay for her English class.Her laptop started to make a funny noise.The screen turned black.Sarah took her laptop to a computer repair shop.,2
983,983,983,Jordan gave up.,Jordan watched new episodes of his favorite show.,"Jordan was upset that his favorite show was being cancelled.He had already sent an email to the network.When that netted no results, he posted on forums.Finally, he realized there was no hope.",1
984,984,984,I walked away from it without playing.,I played it until I ran out of money.,"When I was a boy, I went to the arcade.I walked around and looked at all the cool games.I saw one game that really caught my eye.I walked up and put my coins into it.",2
985,985,985,Tommy spent all of his money on a new bike.,So he went to Florida.,"Tommy wanted to take a trip to Florida.He checked his savings, but didn't have much money.So he started working and saving as much as he could.Within a month he had enough for the trip!",2
986,986,986,Ed's feet immediately felt better.,Ed reported the masseuse for health code violations.,"Ed went for a foot massage.He was nervous, but his feet ached.The masseuse set him on a stool.Then she rubbed his feet expertly.",1
987,987,987,"He told his mother, and she took him for pizza.",His mother found out and made him confess.,Greg was almost always a good kid.But one day he was tossing his baseball and wasn't paying attention.The ball soared through Mr Jones' window and broke it.Greg ran and hid so nobody would be angry with him.,2
988,988,988,We won the game and received an awesome prize.,We shot a hole in the opposing float and they sank.,"A couple of my friends took me to an arcade.In addition to playing arcade games, we played outdoor activities.This included going on floats with water guns.My friend and I tried to shoot the people on the other floats.",1
989,989,989,He fell so in love with the scenery that he eventually moved.,"When he got off the train, he enjoyed the west immensely.",Neil was traveling through France.He had spent a few days in Calais.Then he wanted to see the sights in Nice.He hopped on a train and journeyed east.,1
990,990,990,They had to push the car.,They soon went home.,Rob was driving with his friends.They were driving all night just for fun.When they got to downtown the car started to sputter.It ended up stalling in the middle of an intersection.,1
991,991,991,I began to read over the test.,I woke up when the bell rang for class to be over.,"I stayed in the library all night to study for a chemistry test.By the time the sun started to come up I was exhausted.I struggled to keep my eyes open as I walked to class.Once the tests were handed out, I immediately fell asleep.",2
992,992,992,Kaleb became a master at video games.,Kaleb soon became a regular on the team.,"Kaleb wanted to play basketball.He decided to get into shape.When basketball season arrived, he tried out for the team.He did well in the tryouts and made the team.",2
993,993,993,He woke up feeling extremely tired from staying up.,He woke up feeling better than he had in a long time.,Travis always stayed up until midnight.He never got a good night of sleep.One night he drank a glass of warm milk.Travis went to bed early.,2
994,994,994,Martin's friends were very angry with him.,They all enjoyed the cabin.,Martin had a cabin in the woods.He would go to his cabin whenever he wanted to relax.Martin decided one weekend to take his friends to the cabin.He and his friends got in a car and took a trip to the cabin.,2
995,995,995,Amy found out that dinner had been finished for hours.,Amy snuck out through the bathroom window.,Amy awoke in her dark room.She had fallen asleep waiting on dinner.That was 4 hours ago.She went to see if her family had eaten.,1
996,996,996,Don was in pain and the ambulance was very late.,"After taking care of Don, he was able to heal properly.",Don fell off of his bike and broke his arm.It wasn't a terrible injury but he needed emergency care.They took him to the hospital in an ambulance.They gave him pain meds and used the sirens.,2
997,997,997,Jane left Old Navy to try jeans on at another store.,Jane ate in the food court.,Jane visited Old Navy to purchase new jeans.She was excited by their selection.She chose 9 pair of jeans to try on.To her dismay none of the jeans fit.,1
998,998,998,She opened the door and left.,Jane's mother was very happy with her.,It was Jane's 2nd date with Jack.As she waited for him to arrive her mother asked when she would return.Jane avoided answering her mother's questions.She was relieved to finally see Jack pull into the driveway.,1
999,999,999,Alfred realized it was his dog.,Alfred was disappointed.,Alfred was sitting alone in his room when he heard a strange sound.The sound was getting louder and louder.Alfred was too scared to investigate the sound.Suddenly the sound stopped.,1
1000,1000,1000,She got the horse she always wanted.,Sally decided to get a cow instead of a horse.,Sally loved horses.She always wanted one of her own.Her parents said she would get one if she did well in school.Sally studied extra hard and made all As.,1
1001,1001,1001,I then sold the man my piano.,I picked up the piano and then went home.,I was looking on craigslist and saw a free piano.The person needed to get rid of it and I called him.I got his address and showed up at his house.When I got there I saw the nice piano.,2
1002,1002,1002,"When Nancy woke up, she got out of bed.","When Nancy woke up, it was time to go home.","Nancy wanted to take a nap.Nancy decided that she would nap on her lunch break.After Nancy clocked out, Nancy went to her car.Once comfortable, Nancy fell asleep in her car.",2
1003,1003,1003,Gina's feet were too big for her shoes.,Gina folded the bedspread so she could carry it easier.,Gina was carrying a clean bedspread upstairs.She was carrying it in her arms.She had a hard time keeping it off the floor.Her arms were too small to hold the whole bedspread.,2
1004,1004,1004,Fred turned in his story and got an A+.,Fred no longer wanted to be a fireman.,Fred's English assignment was to write a short story.But he was scared he would fail.He looked at several other short stories for inspiration.And he spent hours and hours writing his story.,1
1005,1005,1005,Matt stopped caring about the shoes.,Matt's mom eventually got him the shoes.,Matt saw a commercial for new shoes.And they had springy looking cushions in the sole.Matt thought it would allow him to jump higher.So he begged his mom to get the shoes for him.,2
1006,1006,1006,She loved eating pizza.,She found a great yellow one.,Rita was invited to her friend John's birthday party.Rita wanted to look her best for the party.She went to the department store to find a dress.She tried on several dresses of different colors.,2
1007,1007,1007,Donald was disappointed.,Donald was thrilled.,Donald was a big Colts fan.He followed the team religiously.His family wanted to surprise him for his birthday.They bought him front row Cots tickets.,2
1008,1008,1008,Dave's feet were riddled with fungus and infections.,They found some E-sized shoes for him which fit well.,Dave was shopping for new shoes.The ones he liked were his shoe size but still felt odd.A salesman came and measured his foot to help.They found out Dave's feet are wider than average.,2
1009,1009,1009,I am very proud of my new running shoes.,I think I will take dance classes.,"I just bought new running shoes.They are comfortable and light.They were on sale.Even though I don't run much, I still like them.",1
1010,1010,1010,She practiced the drums every day.,Debbie practiced every day for four hours.,Debbie wanted to be a rock star.After she graduated she moved to LA to start a band.She had no money and less experience.She saved up to buy a guitar.,2
1011,1011,1011,Tina was satisfied.,Tina was a vegetarian.,"Tiana was so hungry.She decided to buy a burger!She went to a fast food restaurant and ordered the burger she wanted.When she received the burger, she ate it immediately.",1
1012,1012,1012,Jerry roasted marshmallows on the fire.,Jerry burned his house down.,Jerry wanted a romantic evening with his girlfriend.He put rose petals by the door.He lit candles throughout the apartment.One of them caught a curtain on fire.,2
1013,1013,1013,She sliced it perfectly the first time.,Kathryn threw the pineapple away.,Kathryn loved the taste of pineapple.She bought a fresh pineapple from the store.She had no idea how to cut it.Kathryn watched a video on the computer that showed how to slice it.,1
1014,1014,1014,The whole family was wet at the end of the day.,Gina's parents were mad at her.,Gina's dad was near the kitchen window outside.Her mother sprayed him through the window with the sink sprayer.Soon they were throwing cups of water at each other in the yard.Gina and her siblings joined as well.,1
1015,1015,1015,Sarah couldn't even make third place.,She won first prize that day.,Sarah decided to participate in a karaoke contest at her local bar.She wanted to win the prize money but also wanted the accolades.The night of the contest she was nervous and got pretty drunk.Luckily she was an even better singer when she was inebriated.,2
1016,1016,1016,Allison and her neighbor then made plans to walk more.,Allison did not like her neighbor after the talk.,"Allison takes a walk every night after dinner to get exercise.Nobody ever wants to go with her.One night, she ran into one of her neighbors.They walked for over an hour and had the best time talking!",1
1017,1017,1017,Ed went home and thanked his mom for the food she provided.,Ed felt jealous of the people in India and Asia.,Ed's mom could only afford to feed him bologna every day.He hated feeling so poor all the time.Then his class did a unit on poverty in Asia and India.It really gave Ed a new perspective on his situation.,1
1018,1018,1018,"When georgia was done, she.",Georgia made a great looking pumpkin when she finished.,"Georgia was carving a pumpkin.First she put it on the table, on top of some newspaper.Then, she cut the top off and scraped out all of the seeds.Finally, she used a large knife to carve a face in the pumpkin.",2
1019,1019,1019,Matt talked to the man about becoming a chef.,Matt was in great physical shape and joined the army.,Matt wanted to join the Army.He submitted an application.They called him in for a physical.Matt went in for his checkup.,2
1020,1020,1020,The pilgrims refused to enter the gift shop.,The pilgrims bought many souvenirs there.,"A group of religious pilgrims took a trip to a shrine.The journey was long and arduous.On arriving, they found a gift shop there.This struck them as highly inappropriate.",1
1021,1021,1021,They all ran from the bear.,They all had a good time.,"The day was sunny and warm, a perfect day for a picnic.Mom, James, and Renee went to the park.First they went for a walk.Then they had a picnic by the river.",2
1022,1022,1022,I did not go to the hospital.,They were forced to operate on me and then I felt better.,"I received a lumbar puncture today.After hugging a friend of mines, I noticed a huge pain on my back.Although decided to take a nap, the pain didn't go away.When the pain was unbearable, I decided to go to the emergency room.",2
1023,1023,1023,Danny's grandpa chastised Danny.,"At the end of the day, Danny and his grandpa flew the kite.",Danny wanted to build a kite but didn't know how.He asked his grandpa to help him.Danny's grandpa gave him a list of things to get at the store.After getting the items Danny and his grandpa worked all afternoon.,2
1024,1024,1024,Her brother was happy that he couldn't shuffle the cards.,Betsy helped her brother learn to shuffle the cards.,"Betsy and her little brother were playing cards.Her little brother insisted on shuffling.He had never done it before.Every time he did it, cards went flying everywhere.",2
1025,1025,1025,I decided to put catnip in the Christmas tree.,The cats tore through the tree.,"Since it is Christmastime, we bought our cats some new toys.Later, we set up our tree.The cats loved their new toys.They must have thought the tree was another new toy.",2
1026,1026,1026,Jim thanked his boss for doing such a wonderful job.,Jim quit his job and found a new one the next day.,Jim worked at a sheet factory.He was the best employee there.He asked his boss for a raise.His boss said no.,2
1027,1027,1027,Joey felt very grown up.,Joey felt childish.,Joey was fourteen.He really wanted to shave.He watched his face every week in the mirror.Finally he began to grow a beard.,1
1028,1028,1028,She had to ask a doctor to take the toenail out of her foot.,Lexi petted the cat and apologized for stepping on it.,"Lexi was cutting her toenails.But she didn't clean all of them up when she finished.While walking to her kitchen later, she stepped on one.And she couldn't believe how careless she was.",1
1029,1029,1029,The astronaut felt a surge of excitement.,The astronaut ate a donut.,"The astronaut sat strapped into his chair.His face was cold determination, but he was nervous.He remembered his training and focused on the mission.The rocket booster began to ignite, this was it.",1
1030,1030,1030,I was glad I found exactly what I was looking for.,I had just graduated with a degree in computer science.,The other day I decided I needed to research javascript classes.Sitting down at the computer I began my search on google.It was not long at all before I had results in front of me to help.The chosen result led me to an info page for online classes.,1
1031,1031,1031,He went out to dinner with his best friend to celebrate.,He was angry he had done so poorly.,Scott loves rock climbing.He competes against himself.He sets personal goals and tries to beat them.Last week he set a personal best.,1
1032,1032,1032,Allen gave up on the idea of chopping down that tree.,Allen started to feel excited.,"Allen wanted to chop down the tree in his front yard.He used an axe but it was not quite sharp enough.He found his chainsaw but it ran out of gas.He kicked the tree with his foot, yelling and screaming.",1
1033,1033,1033,James was sad with his mother's comments.,James was happy with his mom's comment.,James wanted to look cool.He decided to get a mohawk.He shaved his head himself.His mom said he looked dumb.,1
1034,1034,1034,She decided to try and win The Amazing Race.,She wrote the Food Network to see if she could go on the show.,Kelly was excited to watch food network star.She absolutely loved that show.Every time she watched it she felt inspired.She felt like she wanted to join one day.,2
1035,1035,1035,She decided to take the rest of the day off.,She excitedly ran to her next class.,Amy woke up feeling lousy from a cold.She decided to go to school in spite of the illness.Her classmates all remarked that she looked horrible.Amy could barely drag herself from class to class.,1
1036,1036,1036,Todd decided to live outdoors instead.,Todd loved the place on first sight.,Todd was an aspiring artist looking for a new studio.He scoured the internet but came up empty.Then he called a realtor who found him one.She took him there.,2
1037,1037,1037,Daniel turned the publisher down.,Daniel is thrilled.,Daniel likes to write for fun.He writes every night after work.He submitted his story to a publisher.The publisher loved it and offered Daniel a job.,2
1038,1038,1038,Jake found himself further in debt than ever before.,Jake pulled himself out of debt.,Jake was in substantial financial debt.He decided to hire a financial adviser for help.The financial adviser gave Jake a budget plan to stick by.Jake followed through on the plan by cutting his expenses.,2
1039,1039,1039,Ron decided to cut down the tree.,Ron's tree would shade others for years to come.,"Ron planted a tree in his backyard to shade his house.But it took Years and Years to grow.When Ron was old, the tree was tall and beautiful.And he was proud of himself for taking care of it throughout the Year's",2
1040,1040,1040,He has been managing it well.,We don't need to give him medication.,"My dog was walking stiffly in the cold.So, we took him to the vet.Upon examination, the vet diagnosed him with arthritis.Now my dog takes medication.",1
1041,1041,1041,The rose was perfect.,Joy decided not to grow any more roses.,Joy loves to grow roses.She waters her roses every day.One day Joy saw a red rose opening.She was so happy.,1
1042,1042,1042,Linda was determined.,Linda gave up easily.,Linda always wanted to learn to ice skate.She asked her mom to sign her up for lesson.She fell over and over again.She kept practicing every day.,1
1043,1043,1043,He soon had to find a house to move to.,He was happy people liked his drum playing.,Ethan was moving into an apartment downtown.He really didn't consider the changes he'd make going from a house.So it really hit hard when he set up his drum set.Within ten minutes he had five noise complaints.,1
1044,1044,1044,The dog gave birth to a litter of puppies.,The dog had gravy on his face from the mans dinner.,"A man turned away from his dinner to answer the telephone.When he turned back, his dinner was gone.He looked around, and saw his dog quietly sneaking out of the room.The dog chanced a glance back at the man.",2
1045,1045,1045,"She wiped the ice cream off and looked up, sheepishly.","When she was done eating, she went to the restroom to clean up.","Meghan liked to eat subs at her desk at work.On Tuesday, she purchased a very juicy sub.She munched on it very loudly.In the middle of eating, she spilled the sauce on her shirt.",2
1046,1046,1046,Gina did not like Dave.,Gina decided to date Dave.,"There was a boy in Gina's 6th grade class named Dave.It was the first week of school, but Gina knew she didn't like him.He would sit as his desk and giggle goofily.The sound of his goofy giggle made Gina's skin crawl.",1
1047,1047,1047,Aya put the finishing strokes on a picture of a skyscraper.,Aya became famous for her landscape pictures.,Aya wanted to paint a picture.She bought canvas and paints.Then she sat down by a window for inspiration.She began to paint an image of the landscape.,2
1048,1048,1048,Tyler was a dog.,Tyler was computer literate.,"Tyler wanted a new computer.However, none of the computers available to buy fit his desires.So, he decided to build one himself.He ordered all the parts and got to work.",2
1049,1049,1049,Alex slept on the bus stop bench for the rest of the day.,The bus arrived on time and Alex got to work.,Alex needed to go to work.She looked at the bus schedule.She saw that there was a bus in five minutes.She walked to the bus stop.,2
1050,1050,1050,Tim was unprepared and failed the test.,Tim aced the test and passed with flying colors.,"Tim didn't like school very much.His teacher told him he had a test on Friday.If he didn't pass this test, he could not go on the class trip.Tim decided to play with his kites instead of study for the test.",1
1051,1051,1051,I cut down on soda until I didn't drink it anymore.,I drank more soda to see whether that would help.,I used to drink soda all day.I started to get utis.Utis are painful.i had to find a way to make them stop.,1
1052,1052,1052,Now we watch horror movies together every day.,I watched the rest of the movie by myself.,My girlfriend is easily scared.I love watching horror movies.I convinced her to watch one with me.She yelled at one scene and spilled her soda everywhere.,2
1053,1053,1053,Stanley was very upset.,Stanley felt grateful.,"When Stanley was driving, there was a car on the adjacent lane.When both cars made a turn, his car remained on the right lane.However, the other car ended up colliding with him.The cars were hit from the front part.",1
1054,1054,1054,Drake was a vegetarian.,It was yummy!,Drake loved Chipotle.After the e coli outbreak he stopped eating there.However he craved their delicious chicken.Drake found a copycat recipe and gave it a try.,2
1055,1055,1055,They were all impressed.,They were all ashamed of her actions.,Becca started taking painting classes.She became adept at portraiture quickly.She had a natural talent for painting people's faces.She painted every member of her family.,1
1056,1056,1056,Amy made curtains for the rest of the rooms in her house.,Amy decided to hire a professional.,"Amy decided to make curtains for her living room.She sewed for hours to complete the job.When she was finished she hung the curtains.The seams were off, and the hem was lopsided.",2
1057,1057,1057,She caught them before they burned her piano.,She decided not to do anything.,Rachel loved to play on her piano.One day she was paid to play at a romantic event.She lit candles and put them on her piano.The candles started to burn low.,1
1058,1058,1058,Lisa blames her mother for choosing such a windy day.,Lisa broke her kite when a seagull got tangled in the  line.,Lisa was at the beach.And she saw someone flying a kite.It looked like a lot of fun.So Lisa bought a kite of her own.,2
1059,1059,1059,Nell's mom thought it was very nice.,Nell's mom smeared more dandelions on it.,"Nell saw a girl with a cast on her arm at the park.Nell's mom watched as her daughter made a new friend.Later, Nell brought the girl over to show her mom something.Nell had smeared dandelions on the cast to paint it yellow.",1
1060,1060,1060,He vowed to stop staring.,Larry hated his teacher.,Larry had a big crush on his teacher.He knew it was pointless but constantly found himself staring.One day she caught him.He was really embarrassed.,1
1061,1061,1061,I turned around and went back to bed.,I sat down and continued to enjoy the smells from the kitchen.,"When I woke up in the morning, I went downstairs.I smelled the smoke coming from the turkey.I also smelled ham, macaroni and cheese and lasagna.My mom finished cooked everyone and asked me to sit down.",2
1062,1062,1062,They decided to go swimming.,Barry won the coin toss.,Barry preferred classical music to modern music.His husband preferred rock music.The two could not agree on what to play during dinner.They decided to flip a coin.,2
1063,1063,1063,Joe decided to go on a diet.,Joe ate a whole pizza.,"Joe woke up one day and looked in the mirror.He noticed he had really put on some extra weight.Joe sighed, and forced himself to step on the scale.He noticed he had gained nearly 40 pounds the past year.",1
1064,1064,1064,The lady was very upset that I was bothering her.,She asked me to call an ambulance.,"I was walking around at a mall.There was a young lady walking in front of me.All the sudden, she fainted to the floor.I knelt beside her, and stayed with her until she came to.",2
1065,1065,1065,Ted was happy when he found the money the tooth fairy left him.,Ted was relieved when Santa brought him exactly what he wanted.,Ted wished for a drum set for Christmas.He wrote a letter to Santa to ask for the drums he wanted.Ted behaved really well to ensure he'd get his wish.Christmas Eve came and he was worried Santa may not come.,2
1066,1066,1066,Kelly jumped for joy.,Kelly was disappointed that school was closed.,Yesterday there was record snowfall.Four feet of snow came on the ground.Kelly hoped for a snow day.Thankfully the school was canceled.,1
1067,1067,1067,John made the track team and won.,John dug up the field with his grandfather's  tractor.,John wanted to be on the track team for his high school.He wanted to run the dashes but wasn't a fast starter.He could run for hours at a steady pace but just not very fast.His coach recommended that he runs the mile instead of sprints.,1
1068,1068,1068,Jo enjoyed time at home much more after his move.,"Jo looked all over his new apartment, but couldn't find any axes.",Jo couldn't take his ratty apartment anymore.He looked at housing ads and went on several apartment tours.Jo finally found one he liked and could afford.Jo packed up his stuff and moved into his new apartment.,1
1069,1069,1069,I told her I hated her.,I told her I liked her.,"I called Carly to ask her on a date.I got her voicemail.I texted her that we should talk soon.She texted me back, asking why we should talk soon.",2
1070,1070,1070,He had to buy new ones.,He went running.,Jason loved his old shoes.He was wearing them when the sole fell off.He tried to glue them back on.What a mess he made.,1
1071,1071,1071,Cindy laughed when she finished the book.,Cindy cried at the end of the story.,"Cindy was reading a story about a dog.But she never liked dogs.As she kept reading, however, she became attached to the dog.In the end of the story, the dog died.",2
1072,1072,1072,He lay down on the bed and went to sleep.,After taking out the trash his bed still smelled.,"Greg hated taking the trash out.He decided not to do it.The trashcan was overflowing in just a few days.Finally, his father put the trash on his bed.",2
1073,1073,1073,Ann decided to start dancing.,Ann quickly cleaned up the broken glass and threw it away.,"Ann woke up in the middle of the night.She was thirsty and wanted a drink of water.She tiptoed into the kitchen and got a drink.But then she accidentally dropped the glass, which shattered!",2
1074,1074,1074,Jane was starting to feel she had witch's curse reversal powers.,"Being splashed, put Jane in a great mood.","Jane was going to a Halloween party.She decided to go as a witch.She drove to work in the rain.She she stepped out of the car, she was splashed by another car.",1
1075,1075,1075,Eileen and the girl became friends.,Eileen likes to eat meat.,"Eileen was the new kid in school.She did not have many friends because she was shy.One day at lunch, a girl invited her to sit at her table.Eileen decided that she would.",1
1076,1076,1076,I didn't want any chips after all.,I wanted the pretzels.,"I went to the store hoping to buy some chips.But I couldn't decide what I wanted there were so many to choose from!Do I get potato chips, doritos, fritos, maybe pretzels?Finally, I knew what I wanted.",2
1077,1077,1077,Aya left the room before anybody could speak.,They all told her that they enjoyed it very much.,Aya wanted to be a chef.She decided to test her skills.She cooked her family a huge dinner.Then she asked them if they had enjoyed it.,2
1078,1078,1078,Nick decided to quit baseball.,Nick ran the bases with a big smile on his face.,Nick was at a baseball game during the evening.He stepped up to the plate so that he could bat.The pitcher threw a fastball at him.Nick saw the ball and hit it for a home run.,2
1079,1079,1079,They remarked how tasty the sausage was.,They remarked how tasty the chicken was.,Johnny is excited to have a big party this weekend in his backyard.He decides to grill food for his guests in case they are hungry.Johnny grills chicken thighs that he has brushed with oil.His guests are very happy with the grilled chicken.,2
1080,1080,1080,Kaylie decided Martin must really love her.,Kaylie decided Martin was not faithful.,"Kaylie and Martin had finally set their wedding date.Kaylie was eagerly awaiting the big day.The day of the wedding, Martin was nowhere to be found.Kaylie, her family and friends were devastated.",2
1081,1081,1081,They both agreed it was a wonderful date.,They decided to never visit that restaurant again.,Mom got dressed up and Dad met her at the door.They went out for a date tonight.The fancy restaurant was perfect.Their meal was delicious.,1
1082,1082,1082,She ate the candy apple.,She then had to purchase another candy apple.,"Lucy went to the local sports parade.At the parade there were several different groups selling snacks.Feeling hungry, Lucy purchased a candy apple for $3.Clumsily, Lucy ended up dropping her candy apple.",2
1083,1083,1083,The audience sobbed at the sad songs Ella sang.,The audience's laughter told Ella she should pursue her dream.,Ella wanted to be a comedian.One night her local comedy club had an amateur night.Ella decided to try it out.She went onstage and told her jokes.,2
1084,1084,1084,Finally the rash disappears completely.,The doctor tells Archibald to lose weight.,Archibald notices that his skin is red and inflamed.He goes to his doctor and learns that he has a rash.He applies ointment every day to soothe the rash.Eventually the rash begins to go away.,1
1085,1085,1085,Kelly's parents raised her allowance.,Kelly was grounded for a week.,"Kelly really wanted a tattoo.She begged her parents but they said no.As a result, she went and got one anyway.When she got home, her parents found out.",2
1086,1086,1086,Sarah was proud of her children.,Sarah found teaching children very boring.,"Sarah is a ballet teacher.She teaches a class of small children.She wanted to teach the children to dance for a pageant.It was a lot of work, but all the children were happy to do it.",1
1087,1087,1087,Blake took off his boots and continued bare foot.,Blake felt lucky to have such good boots.,"Blake loved to go hiking.He would always take his favorite boots when he went hiking.One day, Blake went on a really rough hike.He stepped through jagged rocks and rugged terrain.",2
1088,1088,1088,Terry left the house for Alaska.,Terry got the baby to calm down.,"Terry's daughter was in extreme pain in her mouth.After an evaluation, Terry realized that her daughter was teething.Once Terry realized she was teething, Terry administered medication.After the medication, Terry placed teething gel on the baby's teeth.",2
1089,1089,1089,Christian spent the rest of the day in a great mood.,Christian was worried he was going to be late for school.,"Christian wanted to eat something quick before school.He went into the kitchen and poured some cereal.When he was pouring the milk, he spilled it all over the table.Christian got mad because he had to clean all of it up.",2
1090,1090,1090,I told my girlfriend to leave me alone.,I started to feel better.,I was really sick last week.Work didn't want to give me any days off.I got home one day and noticed my girlfriend was there.She made me soup and brought me medicine.,2
1091,1091,1091,Kevin call his insurance company about the bill.,"Kevin declared bankruptcy,","Kevin had recently fallen ill and was hospitalized.He stayed a few weeks in the hospital before he got better.When he got home he received a bill for $100,000.Kevin did not have any health insurance.",2
1092,1092,1092,Anna gave the bandana away to a thrift store.,Anna regained her confidence by wearing her bandana.,Anna was undergoing chemotherapy.Her hair thinned and then fell out.Her mom bought her a bright bandana.Anna loved it and wore it everywhere.,2
1093,1093,1093,Lane was happy he got a kitten.,Lane promptly adopted the puppy.,Lane wanted a puppy.He didn't know where to find one.He asked his friend to help him.They both went to a shelter and Lane found a dog.,2
1094,1094,1094,All the homeless people were happy to get a treat.,Ray was very upset that somebody stole all his candy.,Ray had so much Halloween candy!He didn't know what to do with it all.Then he had a great idea.He donated the candy to a local shelter.,1
1095,1095,1095,They were ashamed of what they had done.,They felt good.,Last week a group of friends decided to go on a hike.They went to a mountain nearby.They followed a popular trail and set out for the day.The walk was exhausting but worth it.,2
1096,1096,1096,Timothy realized Morgan was probably right about the music.,Timothy said he didn't want to hear anymore Rolling Stones music.,Morgan and Timothy were having an argument.Morgan thought that all of The Beatles' music was good.Timothy thought their early stuff was not very good.Morgan made her case by simply playing a few songs.,1
1097,1097,1097,I own a car.,"Dad got what he wanted, though.",My Dad tried to buy a car yesterday.He went to the local dealership.He had some ideas in mind.But the dealer kept pushing other options.,2
1098,1098,1098,Everyone was very disappointed.,Everyone was very pleased.,"A mariachi band decided to take a road trip.Only the vihuela player had a car.It couldn't fit everyone's instruments.Crestfallen, the band went to a movie instead.",1
